,Unnamed: 0_x,Date,BTC_Actual,BTC_Predicted,BTC_PrevClose,BTC_BreakHigh2_lag1,Unnamed: 0_y,SPY_Actual,SPY_Predicted,SPY_PrevClose,SPY_BreakHigh2_lag1,TLT_Open,TLT_High,TLT_Low,TLT_Close,TLT_SMAVG (5)  on Close,TLT_SMAVG (10)  on Close,TLT_SMAVG (15)  on Close,TLT_Volume,TLT_SMAVG (5)
79,17618,2025-01-02 15:30:00,95699.8,95526.4923400002,95637.59,False,,,,,,,,,,,,,,
80,17619,2025-01-02 16:00:00,95582.2,95600.5361400001,95699.8,True,,,,,,,,,,,,,,
81,17620,2025-01-02 16:30:00,95991.33,95560.24570000006,95582.2,True,,,,,,,,,,,,,,
82,17621,2025-01-02 17:00:00,96253.48,95859.50638,95991.33,True,,,,,,,,,,,,,,
83,17622,2025-01-02 17:30:00,96622.19,96270.07713999983,96253.48,True,,,,,,,,,,,,,,
84,17623,2025-01-02 18:00:00,96599.58,96752.13856000004,96622.19,True,,,,,,,,,,,,,,
85,17624,2025-01-02 18:30:00,96607.95,96641.41573999988,96599.58,True,,,,,,,,,,,,,,
86,17625,2025-01-02 19:00:00,96454.39,96718.54406000004,96607.95,False,,,,,,,,,,,,,,
87,17626,2025-01-02 19:30:00,96644.75,96448.03464000014,96454.39,False,,,,,,,,,,,,,,
88,17627,2025-01-02 20:00:00,96654.17,96441.85245999997,96644.75,False,,,,,,,,,,,,,,
89,17628,2025-01-02 20:30:00,96761.03,96488.15550000024,96654.17,False,,,,,,,,,,,,,,
90,17629,2025-01-02 21:00:00,96666.27,96569.31970000034,96761.03,False,,,,,,,,,,,,,,
91,17630,2025-01-02 21:30:00,96354.5,96588.9732400004,96666.27,False,,,,,,,,,,,,,,
92,17631,2025-01-02 22:00:00,96363.38,96330.55468000004,96354.5,False,,,,,,,,,,,,,,
93,17632,2025-01-02 22:30:00,97173.56,96255.92934,96363.38,False,3247.0,590.44,587.1599419999999,586.08,True,87.8,87.965,87.68,87.74,87.551,87.548,87.686,1705731.0,2854264.0
94,17633,2025-01-02 23:00:00,96553.94,96994.59592000004,97173.56,False,3248.0,587.7,589.8610079999992,590.44,True,87.741,88.115,87.7,87.955,87.623,87.586,87.696,1610936.0,2929302.0
95,17634,2025-01-02 23:30:00,96359.92,96580.12186000009,96553.94,False,3249.0,587.61,588.8409100000002,587.7,True,87.955,87.955,87.68,87.767,87.662,87.611,87.664,1232679.0,3025074.0
96,17635,2025-01-03 00:00:00,97291.22,96406.19235999996,96359.92,False,3250.0,587.48,588.0763740000009,587.61,False,87.764,87.764,87.51,87.54,87.67,87.604,87.625,1183743.0,3021666.0
97,17636,2025-01-03 00:30:00,97161.78,97029.7592,97291.22,False,3251.0,587.91,587.4204840000007,587.48,False,87.54,87.599,87.255,87.265,87.653,87.588,87.572,1614146.0,1469447.0
98,17637,2025-01-03 01:00:00,97004.56,97213.97206000004,97161.78,True,3252.0,584.31,588.3078039999995,587.91,False,87.26,87.35,87.21,87.22,87.549,87.55,87.549,1503847.0,1429070.0
99,17638,2025-01-03 01:30:00,96655.81,97009.40976000013,97004.56,False,3253.0,582.83,584.9562940000012,584.31,False,87.22,87.46,87.215,87.437,87.446,87.534,87.54,1079477.0,1322778.0
100,17639,2025-01-03 02:00:00,96795.53,96592.72734000008,96655.81,False,3254.0,582.17,583.1763679999998,582.83,False,87.439,87.606,87.435,87.58,87.408,87.535,87.543,1335086.0,1343260.0
101,17640,2025-01-03 02:30:00,97221.98,96822.84082,96795.53,False,3255.0,581.87,582.753472000001,582.17,False,87.585,87.629,87.48,87.625,87.425,87.548,87.544,1146795.0,1335870.0
102,17641,2025-01-03 03:00:00,97491.47,97281.20768000014,97221.98,False,3256.0,583.14,582.301334,581.87,False,87.625,87.64,87.45,87.47,87.466,87.56,87.547,1011715.0,1215384.0
103,17642,2025-01-03 03:30:00,97250.17,97586.49070000004,97491.47,True,3257.0,582.28,583.2420580000005,583.14,False,87.475,87.49,87.37,87.46,87.514,87.532,87.538,1483841.0,1211383.0
104,17643,2025-01-03 04:00:00,97533.2,97288.06362000007,97250.17,False,3258.0,584.585,582.9443340000013,582.28,True,87.465,87.58,87.44,87.545,87.536,87.491,87.535,726400.0,1140767.0
105,17644,2025-01-03 04:30:00,97228.59,97478.4508,97533.2,False,3259.0,584.64,584.2028940000006,584.585,True,87.54,87.61,87.5,87.57,87.534,87.471,87.535,8709641.0,2615679.0
106,17645,2025-01-03 05:00:00,97021.19,97317.95020000002,97228.59,False,,,,,,,,,,,,,,
107,17646,2025-01-03 05:30:00,97121.5,97075.71868000012,97021.19,False,,,,,,,,,,,,,,
108,17647,2025-01-03 06:00:00,96825.94,97121.6890799999,97121.5,False,,,,,,,,,,,,,,
109,17648,2025-01-03 06:30:00,96811.12,96742.39690000004,96825.94,False,,,,,,,,,,,,,,
110,17649,2025-01-03 07:00:00,96881.67,96752.66071999993,96811.12,False,,,,,,,,,,,,,,
111,17650,2025-01-03 07:30:00,96889.97,96829.81464,96881.67,False,,,,,,,,,,,,,,
112,17651,2025-01-03 08:00:00,96926.3,96850.85284000004,96889.97,False,,,,,,,,,,,,,,
113,17652,2025-01-03 08:30:00,96747.3,96839.03447999996,96926.3,False,,,,,,,,,,,,,,
114,17653,2025-01-03 09:00:00,96808.44,96693.98179999997,96747.3,False,,,,,,,,,,,,,,
115,17654,2025-01-03 09:30:00,96891.27,96734.69888,96808.44,False,,,,,,,,,,,,,,
116,17655,2025-01-03 10:00:00,97166.38,96916.6089,96891.27,False,,,,,,,,,,,,,,
117,17656,2025-01-03 10:30:00,96904.92,97203.31867999995,97166.38,True,,,,,,,,,,,,,,
118,17657,2025-01-03 11:00:00,96864.27,96870.45392000028,96904.92,False,,,,,,,,,,,,,,
119,17658,2025-01-03 11:30:00,96978.27,96791.82199999991,96864.27,False,,,,,,,,,,,,,,
120,17659,2025-01-03 12:00:00,96851.16,96883.26772000022,96978.27,False,,,,,,,,,,,,,,
121,17660,2025-01-03 12:30:00,96734.78,96828.58127999993,96851.16,False,,,,,,,,,,,,,,
122,17661,2025-01-03 13:00:00,96606.28,96678.92028000002,96734.78,False,,,,,,,,,,,,,,
123,17662,2025-01-03 13:30:00,96675.17,96612.24532000012,96606.28,False,,,,,,,,,,,,,,
124,17663,2025-01-03 14:00:00,96609.25,96696.49926000011,96675.17,False,,,,,,,,,,,,,,
125,17664,2025-01-03 14:30:00,96483.88,96638.08364000011,96609.25,False,,,,,,,,,,,,,,
126,17665,2025-01-03 15:00:00,96380.69,96518.84232000004,96483.88,False,,,,,,,,,,,,,,
127,17666,2025-01-03 15:30:00,96242.44,96465.52693999994,96380.69,False,,,,,,,,,,,,,,
128,17667,2025-01-03 16:00:00,96282.52,96232.05559999964,96242.44,False,,,,,,,,,,,,,,
129,17668,2025-01-03 16:30:00,96051.0,96172.36713999978,96282.52,False,,,,,,,,,,,,,,
130,17669,2025-01-03 17:00:00,96404.47,96018.49291999982,96051.0,False,,,,,,,,,,,,,,
131,17670,2025-01-03 17:30:00,96498.48,96358.72505999984,96404.47,False,,,,,,,,,,,,,,
132,17671,2025-01-03 18:00:00,96456.16,96559.95248000004,96498.48,True,,,,,,,,,,,,,,
133,17672,2025-01-03 18:30:00,96417.42,96527.52854000014,96456.16,False,,,,,,,,,,,,,,
134,17673,2025-01-03 19:00:00,96692.38,96431.42194000012,96417.42,False,,,,,,,,,,,,,,
135,17674,2025-01-03 19:30:00,96692.97,96681.80776000016,96692.38,True,,,,,,,,,,,,,,
136,17675,2025-01-03 20:00:00,96822.31,96703.2121800002,96692.97,True,,,,,,,,,,,,,,
137,17676,2025-01-03 20:30:00,96608.25,96938.28278000029,96822.31,True,,,,,,,,,,,,,,
138,17677,2025-01-03 21:00:00,96468.44,96675.97682000013,96608.25,True,,,,,,,,,,,,,,
139,17678,2025-01-03 21:30:00,96453.25,96474.98844000004,96468.44,False,,,,,,,,,,,,,,
140,17679,2025-01-03 22:00:00,97008.59,96409.48716000012,96453.25,False,,,,,,,,,,,,,,
141,17680,2025-01-03 22:30:00,97002.12,96910.83742000024,97008.59,False,3260.0,588.14,584.5149900000008,584.64,True,87.72,87.88,87.67,87.71,87.551,87.488,87.549,4225869.0,3231493.0
142,17681,2025-01-03 23:00:00,97186.89,97054.22728000024,97002.12,True,3261.0,588.1,588.184926,588.14,True,87.71,87.82,87.45,87.62,87.581,87.524,87.567,2300724.0,3489295.0
143,17682,2025-01-03 23:30:00,97480.84,97136.37098000024,97186.89,True,3262.0,589.26,588.4499960000003,588.1,False,87.625,87.65,87.42,87.47,87.583,87.549,87.549,1440127.0,3480552.0
144,17683,2025-01-04 00:00:00,98018.5,97388.16858000025,97480.84,True,3263.0,589.659,589.0414560000011,589.26,False,87.469,87.65,87.469,87.525,87.579,87.558,87.52,732792.0,3481831.0
145,17684,2025-01-04 00:30:00,97827.67,97929.7815400001,98018.5,True,3264.0,590.455,589.5287400000003,589.659,False,87.531,87.609,87.49,87.53,87.571,87.552,87.504,536296.0,1847162.0
146,17685,2025-01-04 01:00:00,98117.89,97627.45652,97827.67,False,3265.0,590.19,590.0952919999993,590.455,True,87.53,87.685,87.53,87.593,87.548,87.549,87.508,779154.0,1157819.0
147,17686,2025-01-04 01:30:00,97988.81,97950.51988000004,98117.89,False,3266.0,590.665,590.2475679999995,590.19,True,87.59,87.592,87.375,87.39,87.502,87.541,87.516,806865.0,859047.0
148,17687,2025-01-04 02:00:00,98424.31,97822.11186000035,97988.81,False,3267.0,591.5,590.587403999999,590.665,False,87.396,87.525,87.34,87.49,87.506,87.544,87.534,895213.0,750064.0
149,17688,2025-01-04 02:30:00,98480.34,98097.58401999994,98424.31,True,3268.0,591.205,591.7745939999993,591.5,False,87.48,87.53,87.37,87.385,87.478,87.528,87.531,585941.0,720694.0
150,17689,2025-01-04 03:00:00,98675.98,98417.25968000008,98480.34,True,3269.0,592.08,591.7114399999999,591.205,True,87.385,87.42,87.34,87.4,87.452,87.511,87.519,876099.0,788654.0
151,17690,2025-01-04 03:30:00,98564.55,98446.01227999992,98675.98,True,3270.0,591.93,592.191695999999,592.08,True,87.39,87.43,87.235,87.27,87.387,87.467,87.495,745012.0,781826.0
152,17691,2025-01-04 04:00:00,98598.42,98324.5456599998,98564.55,False,3271.0,591.801,592.2613559999985,591.93,True,87.275,87.3,87.21,87.235,87.356,87.429,87.48,1125265.0,845506.0
153,17692,2025-01-04 04:30:00,98304.34,98310.00214000014,98598.42,False,3272.0,591.95,592.0888980000005,591.801,False,87.235,87.29,87.18,87.29,87.316,87.411,87.468,4768828.0,1620229.0
154,17693,2025-01-04 05:00:00,98247.16,98310.69336,98304.34,False,,,,,,,,,,,,,,
155,17694,2025-01-04 05:30:00,98258.2,98089.43626000005,98247.16,False,,,,,,,,,,,,,,
156,17695,2025-01-04 06:00:00,98460.19,98200.12529999988,98258.2,False,,,,,,,,,,,,,,
157,17696,2025-01-04 06:30:00,98276.31,98420.5204399998,98460.19,True,,,,,,,,,,,,,,
158,17697,2025-01-04 07:00:00,98089.52,98311.60695999996,98276.31,False,,,,,,,,,,,,,,
159,17698,2025-01-04 07:30:00,98135.86,98109.76364,98089.52,False,,,,,,,,,,,,,,
160,17699,2025-01-04 08:00:00,98052.42,98085.98081999982,98135.86,False,,,,,,,,,,,,,,
161,17700,2025-01-04 08:30:00,97923.77,98013.48811999983,98052.42,False,,,,,,,,,,,,,,
162,17701,2025-01-04 09:00:00,97926.88,97849.63483999993,97923.77,False,,,,,,,,,,,,,,
163,17702,2025-01-04 09:30:00,97995.72,97890.9934000001,97926.88,False,,,,,,,,,,,,,,
164,17703,2025-01-04 10:00:00,97858.73,98026.99451999983,97995.72,False,,,,,,,,,,,,,,
165,17704,2025-01-04 10:30:00,98261.86,97776.09651999976,97858.73,False,,,,,,,,,,,,,,
166,17705,2025-01-04 11:00:00,98051.83,98232.34633999976,98261.86,False,,,,,,,,,,,,,,
167,17706,2025-01-04 11:30:00,98171.88,98143.0124399999,98051.83,False,,,,,,,,,,,,,,
168,17707,2025-01-04 12:00:00,97913.62,98136.51328,98171.88,False,,,,,,,,,,,,,,
169,17708,2025-01-04 12:30:00,97963.88,98045.64760000014,97913.62,False,,,,,,,,,,,,,,
170,17709,2025-01-04 13:00:00,98104.16,98044.10205999982,97963.88,False,,,,,,,,,,,,,,
171,17710,2025-01-04 13:30:00,98096.0,98109.78503999976,98104.16,False,,,,,,,,,,,,,,
172,17711,2025-01-04 14:00:00,98051.0,98139.16350000004,98096.0,True,,,,,,,,,,,,,,
173,17712,2025-01-04 14:30:00,98094.59,98119.06250000004,98051.0,False,,,,,,,,,,,,,,
174,17713,2025-01-04 15:00:00,98155.22,98154.02928000005,98094.59,False,,,,,,,,,,,,,,
175,17714,2025-01-04 15:30:00,98239.72,98200.76037999996,98155.22,True,,,,,,,,,,,,,,
176,17715,2025-01-04 16:00:00,98162.22,98275.46222000004,98239.72,False,,,,,,,,,,,,,,
177,17716,2025-01-04 16:30:00,97903.84,98194.98763999992,98162.22,False,,,,,,,,,,,,,,
178,17717,2025-01-04 17:00:00,97846.33,97989.2938800001,97903.84,False,,,,,,,,,,,,,,
179,17718,2025-01-04 17:30:00,97667.53,97819.73071999976,97846.33,False,,,,,,,,,,,,,,
180,17719,2025-01-04 18:00:00,97706.06,97571.05761999985,97667.53,False,,,,,,,,,,,,,,
181,17720,2025-01-04 18:30:00,97773.34,97534.07493999985,97706.06,False,,,,,,,,,,,,,,
182,17721,2025-01-04 19:00:00,97736.41,97702.97227999989,97773.34,False,,,,,,,,,,,,,,
183,17722,2025-01-04 19:30:00,97872.16,97690.65467999976,97736.41,False,,,,,,,,,,,,,,
184,17723,2025-01-04 20:00:00,97880.53,97872.57971999978,97872.16,False,,,,,,,,,,,,,,
185,17724,2025-01-04 20:30:00,97857.48,97907.15290000004,97880.53,True,,,,,,,,,,,,,,
186,17725,2025-01-04 21:00:00,97821.64,97861.6244599997,97857.48,False,,,,,,,,,,,,,,
187,17726,2025-01-04 21:30:00,97959.09,97739.43742000002,97821.64,False,,,,,,,,,,,,,,
188,17727,2025-01-04 22:00:00,97982.72,97983.27017999982,97959.09,False,,,,,,,,,,,,,,
189,17728,2025-01-04 22:30:00,98029.06,98029.1541199999,97982.72,False,,,,,,,,,,,,,,
190,17729,2025-01-04 23:00:00,97825.3,98024.19872000007,98029.06,False,,,,,,,,,,,,,,
191,17730,2025-01-04 23:30:00,97667.12,97771.40026,97825.3,True,,,,,,,,,,,,,,
192,17731,2025-01-05 00:00:00,97703.8,97651.3043999999,97667.12,False,,,,,,,,,,,,,,
193,17732,2025-01-05 00:30:00,97707.05,97683.42748000004,97703.8,False,,,,,,,,,,,,,,
194,17733,2025-01-05 01:00:00,97782.02,97693.17633999985,97707.05,False,,,,,,,,,,,,,,
195,17734,2025-01-05 01:30:00,98006.19,97793.30897999991,97782.02,False,,,,,,,,,,,,,,
196,17735,2025-01-05 02:00:00,98058.03,97995.53891999988,98006.19,True,,,,,,,,,,,,,,
197,17736,2025-01-05 02:30:00,97953.98,98045.18046000008,98058.03,True,,,,,,,,,,,,,,
198,17737,2025-01-05 03:00:00,98161.98,97967.50993999996,97953.98,False,,,,,,,,,,,,,,
199,17738,2025-01-05 03:30:00,98159.41,98087.42445999994,98161.98,False,,,,,,,,,,,,,,
200,17739,2025-01-05 04:00:00,98441.44,98143.69697999988,98159.41,False,,,,,,,,,,,,,,
201,17740,2025-01-05 04:30:00,98595.34,98402.17155999994,98441.44,False,,,,,,,,,,,,,,
202,17741,2025-01-05 05:00:00,98521.31,98521.0088,98595.34,True,,,,,,,,,,,,,,
203,17742,2025-01-05 05:30:00,98341.53,98518.26883999987,98521.31,True,,,,,,,,,,,,,,
204,17743,2025-01-05 06:00:00,98262.97,98344.06131999988,98341.53,False,,,,,,,,,,,,,,
205,17744,2025-01-05 06:30:00,98430.28,98198.42362000005,98262.97,False,,,,,,,,,,,,,,
206,17745,2025-01-05 07:00:00,98238.02,98414.75307999988,98430.28,False,,,,,,,,,,,,,,
207,17746,2025-01-05 07:30:00,98222.59,98248.91208000008,98238.02,False,,,,,,,,,,,,,,
208,17747,2025-01-05 08:00:00,98268.25,98208.29996000016,98222.59,False,,,,,,,,,,,,,,
209,17748,2025-01-05 08:30:00,98224.42,98252.60398000012,98268.25,False,,,,,,,,,,,,,,
210,17749,2025-01-05 09:00:00,98206.28,98212.55990000012,98224.42,False,,,,,,,,,,,,,,
211,17750,2025-01-05 09:30:00,98113.86,98111.89260000024,98206.28,False,,,,,,,,,,,,,,
212,17751,2025-01-05 10:00:00,98162.91,98051.59248000004,98113.86,False,,,,,,,,,,,,,,
213,17752,2025-01-05 10:30:00,98207.97,98088.95221999992,98162.91,False,,,,,,,,,,,,,,
214,17753,2025-01-05 11:00:00,98137.33,98125.45563999991,98207.97,False,,,,,,,,,,,,,,
215,17754,2025-01-05 11:30:00,98160.03,98076.41407999973,98137.33,True,,,,,,,,,,,,,,
216,17755,2025-01-05 12:00:00,98466.16,98120.6332399998,98160.03,False,,,,,,,,,,,,,,
217,17756,2025-01-05 12:30:00,98336.55,98521.93326,98466.16,False,,,,,,,,,,,,,,
218,17757,2025-01-05 13:00:00,98403.77,98502.45349999996,98336.55,False,,,,,,,,,,,,,,
219,17758,2025-01-05 13:30:00,98340.41,98440.14688000006,98403.77,False,,,,,,,,,,,,,,
220,17759,2025-01-05 14:00:00,98349.44,98419.2406799998,98340.41,False,,,,,,,,,,,,,,
221,17760,2025-01-05 14:30:00,98438.62,98363.71043999994,98349.44,False,,,,,,,,,,,,,,
222,17761,2025-01-05 15:00:00,98321.89,98444.82751999998,98438.62,False,,,,,,,,,,,,,,
223,17762,2025-01-05 15:30:00,98276.0,98402.77551999986,98321.89,False,,,,,,,,,,,,,,
224,17763,2025-01-05 16:00:00,97881.2,98273.94620000008,98276.0,False,,,,,,,,,,,,,,
225,17764,2025-01-05 16:30:00,97832.77,97892.53563999991,97881.2,False,,,,,,,,,,,,,,
226,17765,2025-01-05 17:00:00,97799.5,97791.29488000004,97832.77,False,,,,,,,,,,,,,,
227,17766,2025-01-05 17:30:00,97634.72,97432.26217999987,97799.5,False,,,,,,,,,,,,,,
