,Date,Open_x,High_x,Low_x,Close_x,SMAVG (5)  on Close_x,SMAVG (10)  on Close_x,SMAVG (15)  on Close_x,Actual_log_returns_BTC,Predicted_log_returns_BTC,BreakHigh2_lag1_BTC,log_returns_lag1_BTC,Open_y,High_y,Low_y,Close_y,SMAVG (5)  on Close_y,SMAVG (10)  on Close_y,SMAVG (15)  on Close_y,Volume_x,SMAVG (5)_x,Unnamed: 0_SPY_SPY,Actual_log_returns_SPY_SPY,Predicted_log_returns_SPY_SPY,BreakHigh2_lag1_SPY_SPY,log_returns_lag1_SPY_SPY,Open,High,Low,Close,SMAVG (5)  on Close,SMAVG (10)  on Close,SMAVG (15)  on Close,Volume_y,SMAVG (5)_y
61,2024-01-02 06:30:00,43482.59,43548.03,43464.74,43546.2,43599.44,43471.22,43236.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2024-01-02 07:00:00,43546.41,44017.24,43545.47,44008.62,43660.7,43564.89,43317.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2024-01-02 07:30:00,44008.62,44204.74,43965.35,44200.64,43768.27,43673.18,43414.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2024-01-02 08:00:00,44198.64,44856.31,44174.25,44636.33,43974.88,43808.36,43541.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2024-01-02 08:30:00,44636.33,45194.22,44590.25,45078.71,44294.1,43962.39,43697.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2024-01-02 09:00:00,45078.76,45389.99,44883.05,44953.79,44575.62,44087.53,43839.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2024-01-02 09:30:00,44953.8,45049.63,44725.7,44885.48,44750.99,44205.85,43960.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2024-01-02 10:00:00,44887.07,45144.66,44887.07,45142.62,44939.39,44353.83,44095.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2024-01-02 10:30:00,45142.62,45442.85,45126.05,45442.85,45100.69,44537.79,44239.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2024-01-02 11:00:00,45446.05,45478.87,45181.5,45352.27,45155.41,44724.75,44360.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2024-01-02 11:30:00,45352.51,45522.16,45352.51,45433.37,45251.32,44913.47,44475.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2024-01-02 12:00:00,45433.37,45486.75,45287.34,45403.44,45354.91,45052.95,44588.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2024-01-02 12:30:00,45403.44,45406.51,45213.75,45222.07,45370.8,45155.09,44692.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2024-01-02 13:00:00,45222.07,45363.43,45168.59,45298.86,45342.0,45221.35,44805.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2024-01-02 13:30:00,45298.86,45346.88,45182.47,45212.82,45314.11,45234.76,44921.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2024-01-02 14:00:00,45212.82,45312.19,45160.87,45285.0,45284.44,45267.88,45037.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2024-01-02 14:30:00,45285.0,45345.93,45209.3,45209.3,45245.61,45300.26,45117.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2024-01-02 15:00:00,45209.3,45625.87,45207.62,45493.14,45299.82,45335.31,45203.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2024-01-02 15:30:00,45493.14,45571.88,45328.73,45499.5,45339.95,45340.98,45260.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2024-01-02 16:00:00,45498.29,45886.91,45382.88,45781.95,45453.78,45383.95,45307.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2024-01-02 16:30:00,45781.2,45881.06,45630.41,45807.13,45558.21,45421.32,45364.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2024-01-02 17:00:00,45807.49,45911.86,45706.22,45870.77,45690.5,45468.05,45430.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2024-01-02 17:30:00,45868.07,45870.77,45671.12,45714.8,45734.83,45517.33,45468.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2024-01-02 18:00:00,45714.8,45746.91,45606.36,45686.27,45772.18,45556.07,45484.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2024-01-02 18:30:00,45686.27,45696.48,45484.5,45613.14,45738.42,45596.1,45502.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2024-01-02 19:00:00,45613.14,45728.17,45532.23,45532.51,45683.5,45620.85,45508.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2024-01-02 19:30:00,45532.51,45587.93,45251.46,45471.27,45603.6,45647.05,45513.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2024-01-02 20:00:00,45471.27,45527.28,45366.43,45492.74,45559.19,45647.01,45531.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2024-01-02 20:30:00,45492.74,45628.12,45320.61,45341.89,45490.31,45631.25,45534.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2024-01-02 21:00:00,45341.89,45589.65,45310.98,45563.54,45480.39,45609.41,45557.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2024-01-02 21:30:00,45563.54,45741.12,45559.95,45693.34,45512.55,45598.03,45584.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2024-01-02 22:00:00,45693.34,45846.15,45621.38,45693.38,45556.98,45580.29,45617.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2024-01-02 22:30:00,45693.38,45729.8,45087.1,45295.75,45517.58,45538.38,45603.86,,,,,472.16,472.8,471.36,472.145,474.788,474.575,475.017,9891749.0,8383038.0,,,,,,98.229,98.65,98.04,98.595,98.951,99.132,99.25,5546461.0,3432745.0
94,2024-01-02 23:00:00,45295.25,45364.66,44891.39,45050.91,45459.38,45474.85,45573.96,,,,,472.14,472.71,471.59,471.76,474.13,474.33,474.689,5038847.0,8696570.0,,,,,,98.598,98.61,98.13,98.305,98.794,98.992,99.152,3502950.0,3785197.0
95,2024-01-02 23:30:00,45050.91,45339.61,44940.62,45229.29,45392.54,45436.46,45537.12,,,,,471.75,472.07,471.3,471.68,473.353,474.14,474.35,3847917.0,8765575.0,,,,,,98.3,98.505,98.0,98.196,98.612,98.854,99.08,4374639.0,4499693.0
96,2024-01-03 00:00:00,45229.29,45310.49,44924.62,45220.48,45297.96,45405.26,45498.0,,,,,471.67,472.45,471.63,472.294,472.656,473.922,474.056,3316674.0,8323479.0,,,,,,98.195,98.5,98.08,98.385,98.472,98.765,99.014,3502224.0,5024401.0
97,2024-01-03 00:30:00,45220.48,45430.5,45119.38,45393.58,45238.0,45397.49,45466.19,,,,,472.3,473.29,472.3,473.21,472.218,473.793,473.907,3254430.0,5069924.0,,,,,,98.389,98.53,98.29,98.36,98.368,98.712,98.932,1969505.0,3779156.0
98,2024-01-03 01:00:00,45393.58,45413.49,45199.38,45244.08,45227.67,45372.62,45434.81,,,,,473.21,473.36,472.77,472.97,472.383,473.585,473.844,2788471.0,3649268.0,,,,,,98.37,98.37,98.17,98.21,98.291,98.621,98.852,1851070.0,3040078.0
99,2024-01-03 01:30:00,45244.08,45244.08,44992.34,45005.82,45218.65,45339.02,45389.45,,,,,472.99,473.67,472.59,472.64,472.559,473.344,473.74,2844549.0,3210408.0,,,,,,98.205,98.31,98.05,98.113,98.253,98.523,98.746,4503875.0,3240263.0
100,2024-01-03 02:00:00,45005.82,45175.12,44975.16,45153.55,45203.5,45298.02,45358.81,,,,,472.65,472.97,472.28,472.65,472.753,473.053,473.678,2530498.0,2946925.0,,,,,,98.11,98.325,98.08,98.3,98.274,98.443,98.661,1668777.0,2699090.0
101,2024-01-03 02:30:00,45153.55,45291.44,45079.33,45179.53,45195.31,45246.64,45335.28,,,,,472.66,472.96,472.0,472.125,472.719,472.687,473.521,3021239.0,2887838.0,,,,,,98.3,98.3,98.05,98.11,98.219,98.345,98.583,1452903.0,2289226.0
102,2024-01-03 03:00:00,45180.68,45264.16,44849.0,44905.5,45097.7,45167.85,45297.56,,,,,472.12,472.25,471.545,471.85,472.447,472.332,473.345,3734780.0,2983908.0,,,,,,98.1,98.375,98.07,98.355,98.218,98.293,98.547,1398790.0,2175083.0
103,2024-01-03 03:30:00,44905.49,45125.88,44857.5,45063.31,45061.54,45144.61,45268.93,,,,,471.86,472.06,470.92,470.93,472.039,472.211,473.07,3635181.0,3153250.0,,,,,,98.355,98.4,98.155,98.2,98.216,98.253,98.486,2170184.0,2238906.0
104,2024-01-03 04:00:00,45063.31,45187.66,44958.88,44975.2,45055.42,45137.04,45244.48,,,,,470.94,471.07,470.49,470.9,471.691,472.125,472.793,5572237.0,3698787.0,,,,,,98.2,98.33,98.17,98.21,98.235,98.244,98.427,1886529.0,1715437.0
105,2024-01-03 04:30:00,44975.2,45001.62,44780.0,44803.0,44985.31,45094.41,45193.78,,,,,470.9,472.67,470.67,472.65,471.691,472.222,472.599,24281648.0,8049017.0,,,,,,98.2,98.34,98.19,98.31,98.237,98.255,98.374,9084488.0,3198579.0
106,2024-01-03 05:00:00,44801.99,44956.61,44660.59,44838.72,44917.15,45056.23,45136.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2024-01-03 05:30:00,44838.72,45084.05,44800.4,45061.57,44948.36,45023.03,45094.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2024-01-03 06:00:00,45127.0,45302.54,45070.91,45085.76,44952.85,45007.2,45080.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2024-01-03 06:30:00,45085.76,45132.63,44881.5,45013.77,44960.56,45007.99,45078.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2024-01-03 07:00:00,45013.8,45070.05,44950.62,44990.79,44998.12,44991.71,45062.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2024-01-03 07:30:00,44990.79,45006.96,44836.05,44976.66,45025.71,44971.43,45046.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2024-01-03 08:00:00,44976.7,45077.5,44886.75,44916.55,44996.71,44972.53,45014.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2024-01-03 08:30:00,44916.55,45226.93,44904.56,45159.27,45011.41,44982.13,45008.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2024-01-03 09:00:00,45159.25,45245.41,45129.5,45189.11,45046.48,45003.52,45020.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2024-01-03 09:30:00,45189.11,45345.53,45128.17,45339.59,45116.23,45057.18,45033.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2024-01-03 10:00:00,45340.44,45423.83,45241.66,45342.83,45189.47,45107.59,45044.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2024-01-03 10:30:00,45342.83,45376.2,45251.94,45299.45,45266.05,45131.38,45070.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2024-01-03 11:00:00,45299.45,45333.12,45226.98,45261.7,45286.54,45148.97,45083.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2024-01-03 11:30:00,45261.7,45285.1,45191.61,45285.1,45305.73,45176.11,45104.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2024-01-03 12:00:00,45285.1,45298.12,45212.12,45243.63,45286.54,45201.39,45133.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2024-01-03 12:30:00,45243.63,45252.88,45156.05,45205.5,45259.08,45224.27,45158.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2024-01-03 13:00:00,45205.5,45305.57,45146.5,45302.54,45259.7,45262.87,45174.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2024-01-03 13:30:00,45302.29,45310.08,45191.15,45193.02,45245.96,45266.25,45181.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2024-01-03 14:00:00,45193.02,45318.01,45181.81,45300.73,45249.08,45277.41,45200.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2024-01-03 14:30:00,45300.73,45382.3,45234.91,45347.51,45269.86,45278.2,45224.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2024-01-03 15:00:00,45347.51,45397.25,45302.65,45379.16,45304.59,45281.84,45251.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2024-01-03 15:30:00,45379.16,45388.45,44974.49,45032.15,45250.52,45255.11,45258.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2024-01-03 16:00:00,45032.15,45195.27,45021.72,45186.08,45249.12,45247.54,45260.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2024-01-03 16:30:00,45186.08,45217.24,45058.98,45216.99,45232.38,45240.73,45262.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2024-01-03 17:00:00,45216.99,45373.45,45203.38,45371.55,45237.19,45253.52,45264.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2024-01-03 17:30:00,45371.6,45506.02,45305.5,45360.33,45233.42,45269.0,45265.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2024-01-03 18:00:00,45360.33,45402.98,45244.68,45300.48,45287.09,45268.8,45265.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2024-01-03 18:30:00,45300.48,45325.31,45064.45,45168.88,45283.64,45266.39,45259.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2024-01-03 19:00:00,45168.88,45192.73,44373.64,44384.0,45117.05,45174.71,45199.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2024-01-03 19:30:00,44382.5,44571.74,43555.0,43737.05,44790.15,45013.67,45099.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2024-01-03 20:00:00,43737.05,43737.64,40968.5,42384.5,44194.98,44714.2,44911.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2024-01-03 20:30:00,42384.5,42838.71,42125.6,42825.5,43699.98,44493.54,44745.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2024-01-03 21:00:00,42825.5,42851.04,42401.55,42539.11,43174.03,44228.84,44568.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2024-01-03 21:30:00,42537.5,42720.76,42369.55,42577.75,42812.78,43964.91,44387.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2024-01-03 22:00:00,42577.75,42577.75,42095.25,42149.5,42495.27,43642.71,44174.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2024-01-03 22:30:00,42149.5,42393.9,42113.59,42221.1,42462.59,43328.79,43963.66,,,,,470.43,470.53,469.65,469.81,471.228,471.974,472.201,7339719.0,8912713.0,,,,,,97.38,97.7,97.23,97.53,98.121,98.17,98.271,5111202.0,3930239.0
142,2024-01-03 23:00:00,42221.1,42509.0,42221.1,42453.88,42388.27,43044.12,43791.78,,,,,469.97,470.96,469.22,469.49,470.756,471.602,471.807,6805224.0,9526802.0,,,,,,97.53,97.96,97.33,97.38,97.926,98.072,98.171,4624830.0,4575447.0
143,2024-01-03 23:30:00,42452.12,43038.75,42367.88,43019.0,42484.25,42829.14,43647.31,,,,,469.5,469.66,468.71,469.4,470.45,471.245,471.624,5475731.0,9894912.0,,,,,,97.385,97.53,97.15,97.525,97.791,98.003,98.099,3486024.0,4838615.0
144,2024-01-04 00:00:00,43014.5,43583.46,42906.35,43472.24,42663.14,42737.96,43530.99,,,,,469.4,469.93,469.4,469.71,470.212,470.952,471.487,4669380.0,9714340.0,,,,,,97.54,97.848,97.535,97.812,97.711,97.973,98.066,4454628.0,5352235.0
145,2024-01-04 00:30:00,43472.24,43473.44,42854.68,43025.93,42838.43,42666.85,43374.62,,,,,469.69,469.83,469.13,469.28,469.538,470.615,471.327,2670701.0,5392151.0,,,,,,97.81,97.95,97.78,97.94,97.637,97.937,98.049,3244065.0,4184150.0
146,2024-01-04 01:00:00,43025.93,43066.5,42664.0,42815.59,42957.33,42709.96,43204.97,,,,,469.28,469.59,468.97,469.57,469.49,470.359,471.146,2443719.0,4412951.0,,,,,,97.94,98.26,97.9,98.22,97.775,97.948,98.038,2515832.0,3665076.0
147,2024-01-04 01:30:00,42814.79,42944.5,42689.45,42931.29,43052.81,42720.54,43047.02,,,,,469.56,470.39,469.421,470.315,469.655,470.206,470.953,2869260.0,3625758.0,,,,,,98.22,98.45,98.145,98.44,97.987,97.957,98.044,2198867.0,3179883.0
148,2024-01-04 02:00:00,42931.29,43078.5,42764.88,42774.38,43003.89,42744.07,42887.39,,,,,470.33,470.77,470.263,470.35,469.845,470.147,470.778,2612404.0,3053093.0,,,,,,98.44,98.48,98.37,98.405,98.163,97.977,98.057,2518030.0,2986285.0
149,2024-01-04 02:30:00,42775.56,42813.95,42146.14,42271.69,42763.77,42713.46,42746.57,,,,,470.345,470.43,469.86,470.08,469.919,470.065,470.607,2411761.0,2601569.0,,,,,,98.405,98.565,98.33,98.51,98.303,98.007,98.083,3034613.0,2702282.0
150,2024-01-04 03:00:00,42267.19,42686.0,42193.72,42684.0,42695.39,42766.91,42676.36,,,,,470.08,471.19,468.95,471.015,470.266,469.902,470.498,6700391.0,3407507.0,,,,,,98.5,98.75,98.305,98.74,98.463,98.05,98.112,3845448.0,2822558.0
151,2024-01-04 03:30:00,42684.5,43023.88,42581.05,42619.45,42656.16,42806.74,42692.03,,,,,471.02,471.18,470.18,470.221,470.396,469.943,470.371,4336448.0,3786053.0,,,,,,98.745,98.85,98.62,98.68,98.555,98.165,98.15,3072883.0,2933968.0
